MATRICULE;DEPARTEMENT;FRANCE SERVICES;ADRESSE;COMPLEMENT D'ADRESSE;CODE INSEE;CODE POSTAL;COMMUNE;LATITUDE;LONGITUDE;CONTACT MAIL;TELEPHONE;TYPE STRUCTURE PORTEUSE;STRUCTURE PORTEUSE;HORAIRES LUNDI;HORAIRES MARDI;HORAIRES MERCREDI;HORAIRES JEUDI;HORAIRES VENDREDI;HORAIRES SAMEDI;ITINERANCE;FORMAT FRANCE SERVICES
483;83;Muy;2 rue Joachim Ollivier;;83086;83490;LE MUY;;;franceservices.lemuy@mode83.net;04 94 43 50 00;Association;MODE 83;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00;9:00 - 12:00 / 14:00 - 17:00;-;;Espace labellisé
484;83;Seyne sur mer;98 avenue Louis Pergaud;;83126;83500;LA SEYNE SUR MER;;;giplaseyne@hotmail.fr;04 94 10 93 50;Collectivité;GIP MSP de la Seyne;8:30 - 12:00 / 13:15 - 17:00;8:30 - 12:00 / 13:15 - 17:00;8:30 - 12:00 / 13:15 - 17:00;8:30 - 12:00 / 13:15 - 17:00;8:30 - 12:00 / 13:15 - 17:00;-;;Espace labellisé
485;83;Collobrières;Place de la Libération;La Poste;83043;83610;COLLOBRIERES;43.23759;6.38961;franceservicescollobrieres@laposte.net;04 94 48 07 66;La Poste;La Poste;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 16:00;9:00 - 12:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00;;Espace labellisé
486;83;Aups;33 bis Avenue Georges Clémenceau;Centre des Ressources;83007;83630;AUPS;43.62506;6.22323;;;Collectivité;Communauté des communes Lacs et Gorges du Verdon;9:00 - 12:00 / 13:30 - 16:30;9:00 - 12:00 / 13:30 - 16:30;9:00 - 12:00 / Sur RDV : 13:30 - 16:30;9:00 - 12:00 / 13:30 - 16:30;9:00 - 12:00 / Sur RDV : 13:30 - 16:30;-;;Espace labellisé
489;84;Villemarie Carpentras;Place de la gare;;84031;84200;CARPENTRAS;44.05622;5.035623;thierry.villemarie@yahoo.fr;04 90 67 08 62;Association;Espace Social et culturel Villemarie;8:30 - 17:00;9:00 - 12:30 / 14:00 - 18:30;9:00 - 12:30 / 14:00 - 17:00;8:30 - 17:00;-;-;;Espace labellisé
492;84;Ventoux Sud - Sault;Rue du Général Desaix;;84123;84390;SAULT;44.09055;5.405906;msap@ccvs84.fr ;04 90 64 19 91;Collectivité;Communauté de communes Ventoux Sud;13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00;-;;Espace labellisé
494;85;Sud Vendée Littoral;57 rue des Tanneries;;85042;85450;CHAILLE LES MARAIS;46.39693;-1.02254;;;collectivité;Communauté de Communes Sud Vendée Littoral;8:45 - 12:15 / 13:00 - 16:30;8:45 - 12:15 / 13:00 - 16:30;8:45 - 12:15 / 13:00 - 16:30;8:45 - 12:15 / 13:00 - 16:30;8:45 - 12:15 / 13:00 - 16:30;-;;Espace labellisé
496;84;Valréas;23 avenue de la République;;84138;84600;VALREAS;;;msap@mairie-valreas.fr ;04 90 65 62 40;Collectivité;CCAS de Valréas;8:00 - 12:00 / 14:00 - 17:00;8:00 - 12:00 / 14:00 - 17:00;8:00 - 12:00 / 14:00 - 17:00;8:00 - 12:00 / 14:00 - 17:00;8:00 - 12:00 / 14:00 - 17:00;-;;Espace labellisé
498;84;Sorgues;8 A place de l'Eglise;;84129;84700;SORGUES;44.00507;4.878441;;04 86 19 90 60;Collectivité;Commune de Sorgues;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 16:00;-;;Espace labellisé
499;85;Chantonnay;12 avenue de Vallouise;;85051;85110;CHANTONNAY;46.70641;-1.03069;contact@mfs-chantonnay.fr;02 51 36 88 87;Opérateur;MSA 44-85;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30;9:00 - 12:30 / 13:30 - 17:00; 9:00 - 12:30;9:00 - 12:30 / 13:30 - 17:00;-;;Espace labellisé
500;85;La Châtaigneraie;5 rue Berthelot;;85059;85120;LA CHATAIGNERAIE;46.64706;-0.74221;emploi@ccplc.fr;;collectivité;Communauté de communes du Pays de La Châtaigneraie;9:00 - 13:00 / 14:00 - 17:30;9:00 - 13:00 / 14:00 - 17:30;9:00 - 13:00 / 14:00 - 18:00;9:00 - 13:00 / 14:00 - 17:30;9:00 - 13:00;-;;Espace labellisé
504;85;Moutiers les Mauxfaits;3 rue du Collège;;85156;85540;MOUTIERS LES MAUXFAITS;46.49346;-1.42539;msap@vendeegrandlittoral.fr;02 44 41 80 30;collectivité;Communauté de communes Vendée Grand Littoral;8:30 - 12:30 ;8:30 - 12:30 / 13:30 - 17:30;8:30 - 12:30 ;8:30 - 12:30 / 13:30 - 17:30;8:30 - 12:30 ;-;;Espace labellisé
505;85;Palluau;9 rue des Douves;;85169;85670;PALLUAU;46.80465;-1.62079;france-services@vieetboulogne.fr;02 51 98 51 21;collectivité;Communauté de Communes Vie / Boulogne;-;9:00 - 12:30 / 14:00 - 17:30;9:00 - 12:30 / 14:00 - 17:30;9:00 - 12:30 / 14:00 - 17:30;9:00 - 12:30 / 14:00 - 17:30;9:00 - 12:30;;Espace labellisé
506;85;Pouzauges;28 Avenue Gambetta;Communauté de communes du pays de Pouzauges la Fournière;85182;85700;POUZAUGES;46.77419;-0.84757;msap@paysdepouzauges.fr;02 51 57 53 93;collectivité;Communauté de communes du Pays de Pouzauges; 8:30 - 12:30 / 13:30 - 17:30; 8:30 - 12:30 / 13:30 - 17:30; 8:30 - 12:30 / 13:30 - 17:30; 8:30 - 12:30 / 13:30 - 17:30;8:30 - 12:30 / 14:00 - 17:00;-;;Espace labellisé
507;86;PIMMS Poitiers Saint-Eloi;16 rue de la Poste ;Quartier Saint Eloi;86194;86000;POITIERS;46.58998;0.38297;www.pimms.org;05 49 52 67 66;PIMMS;Union Nationale des PIMMS;9:30 – 12:30;9:30 - 12:30 / 14:00 - 18:00;9:30 - 12:30 / 14:00 - 17:00;9:30 - 12:30 / 14:00 - 17:00;9:30 - 12:30;-;;Espace labellisé
508;86;Moncontour;Passage des écoles;;86161;86330;MONCONTOUR;46.88095;-0.01969;commune-de-moncontour2@orange.fr;05 49 22 88 86;Collectivité;Commune; 9:30 - 12:30 / 13:30 - 17:00; 9:30 - 12:00 / 14:00 - 16:00; 9:30 - 12:00; 9:30 - 12:30 / 13:30 - 17:00;9:30 - 12:00 / 14:00 - 16:00;9:00 - 12:00;;Espace labellisé
511;87;Châlus;3 rue du plateau vert;;87032;87230;CHALUS;45.65453;0.981322;franceservices@paysdenexon-montsdechalus.fr;05 19 09 00 04;Collectivité;Communauté de Communes;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;-;;Espace labellisé
512;87;PIMMS d'Ambazac;11 rue Alexis Létourneau;Bâtiment SNCF;87002;87240;AMBAZAC;45.95292;1.406386;ambazac@pimms.org;05 55 57 05 30;PIMMS;Union Nationale des PIMMS;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;-;;Espace labellisé
513;87;Châteauponsac;4 rue Prudhomme;;87041;87290;CHATEAUPONSAC;46.13268;1.277431;msap.chateauponsac@orange.fr;05 44 25 60 66;Collectivité;Commune;14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00;;Espace labellisé
515;87;Nexon;23 rue du Radet;;87106;87800;NEXON;45.68115;1.183637;franceservices.nexon@orange.fr;;Association;AAJPN;14:00 - 19:00;9:00 - 12:30 / 14:00 - 19:00;9:00 - 12:30 / 14:00 - 19:00;9:00 - 12:30 / 14:00 - 19:00;9:00 - 12:30 / 14:00 - 19:00;-;;Espace labellisé
518;88;La Vôge-les-Bains;22 Place du Palais;;88029;88240;LA VOGE-LES-BAINS;48.00242;6.264049;jnfrancois@pays-epinal.fr;03 29 39 64 83;Collectivité;PETR du Pays d'Epinal Coeur des Vosges;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00;8:30 - 12:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00;-;;Espace labellisé
519;88;Neufchâteau;2 rue de Pratel;;88321;88300;NEUFCHATEAU;48.35525;5.681388;maisonfranceservices@ccov.fr;03 29 95 61 20;Collectivité;Communauté de Communes de l'Ouest Vosgien;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;-;;Espace labellisé
522;88;Bruyères;14 Rue des Serpollières;;88078;88600;BRUYERES;48.21026;6.716271;m.drouot@cc-bruyeres.fr;03 29 57 99 79;Collectivité;Communauté de Communes de Bruyères - Vallons des Vosges;8:30 - 12:00 / 13:00 - 17:00;8:30 - 12:00 / 13:00 - 19:00;8:30 - 12:00 / 13:00 - 17:00;8:30 - 12:00 / 13:00 - 17:00;13:00 - 17:00;-;;Espace labellisé
525;88;Rambervillers;40 Place Laurent Bonnevay;;88367;88700;RAMBERVILLERS;48.34018;6.63448;edelong@pays-epinal.fr;03 29 29 03 88;Collectivité;PETR du Pays d'Epinal Coeur des Vosges;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;-;;Espace labellisé
526;89;Charny Orée de Puisaye;5 place du marché;;89086;89120;CHARNY OREE DE PUISAYE;47.88743;3.9557;rsp@ccop.fr;03 86 80 54 09;Collectivité;Mairie;8:00 - 12:00 / 13:45 - 17:30;8:00 - 12:00 / 13:45 - 17:30;8:00 - 12:00 / 13:45 - 17:30;8:00 - 12:00 / 13:45 - 17:30;8:00 - 12:00 / 13:45 - 17:30;-;;Espace labellisé
530;89;Les Vallées de la Vanne;70 rue du pain de Mai;;89411;89320;LES VALLEES DE LA VANNE;48.16737;3.426606;france-services@les-vallees-de-la-vanne.fr;03 73 74 95 86;Collectivité;Mairie;9:00 - 12:00 / 13:00 - 16:00;9:00 - 12:00 / 13:00 - 16:00;9:00 - 12:00;9:00 - 12:00 / 13:00 - 16:00;9:00 - 12:00;-;;Espace labellisé
531;89;Chéroy;58 Place du Général de Gaulle;;89100;89690;CHEROY;48.2029;2.998647;nat.simon@laposte.fr;03 86 95 95 33;La Poste;La Poste;-;10:00 - 12:15 / 13:30 - 16:30;9:00 - 12:15 / 13:30 - 16:30;9:00 - 12:15 / 13:30 - 17:00;9:00 - 12:15 / 13:30 - 17:00;9:00 - 12:00;;Espace labellisé
532;91;PIMMS Evry Cœur D'Essonne;2 place Charles Trénet  - Boulevard de Friedberg;;91228;91000;EVRY;48.63315;2.430027;evry@pimms.org;01 16 91 81 81;PIMMS;Union Nationale des PIMMS;9:30 - 12:30 / 13:30 - 18:00;9:30 - 12:30 / 13:30 - 18:00;13:30 - 18:00;9:30 - 12:30 / 13:30 - 18:00;9:30 - 12:30 / 13:30 - 18:00;9:30 - 12:30 ;;Espace labellisé
533;91;Sous-préfecture d'Etampes;1 Square de l'Ile de France;;91223;91150;ETAMPES;48.437;2.165899;sp-etampes@essonne.gouv.fr ;;;;9:00 - 12:00 / 13:30 - 16:00;9:00 - 12:00 / 13:30 - 16:00;13:30 - 16:00;9:00 - 12:00 / 13:30 - 16:00;9:00 - 12:00 / 13:30 - 16:00;-;;Espace labellisé
534;91;Athis Mons;Place des Halles;;91027;91200;ATHIS MONS;48.70408;2.363389;;;Collectivité;commune;8:30 - 12:30 / 13:30 - 18:00;8:30 - 12:30 / 13:30 - 18:00;8:30 - 12:30 / 13:30 - 18:00;10:00 - 12:30 / 13:30 - 18:00;8:30 - 12:30 / 13:30 - 18:00;8:30 - 12:00 ;;Espace labellisé
535;91;Coeur Essonne Agglomération;;;91021;91290;ARPAJON;48.5862;2.24873;msap@coeuressonne.fr;01 69 78 09 19;Collectivité;EPCI;13:30 - 18:00;9:00 - 12:00 / 13:30 - 18:00;9:00 - 12:00;9:00 - 12:00 / 13:30 - 18:00;9:00 - 13:00 / 14:00 - 16:00;-;;Espace labellisé
536;91;Igny;;;91312;91430;IGNY;48.73224;2.226456;lepatio@igny.fr;01 69 33 11 41;Collectivité;commune;9:00 - 12:00 / 14:00 - 17:30;9:00 - 12:00 / 14:00 - 17:30;9:00 - 12:00 / 14:00 - 17:30;9:00 - 12:00;9:00 - 12:00 / 14:00 - 17:30;-;;Espace labellisé
538;91;Communauté de communes du Val d’Essonne;;;91045;91610;BALLANCOURT SUR ESSONNE;48.48284;2.35194;;;Collectivité;EPCI;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 17:30;-;;Espace labellisé
539;91;Angerville;;;91016;91670;ANGERVILLE;48.31107;2.000426;;;Collectivité;commune;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;-;;Espace labellisé
540;91;Saclas;;;91533;91690;SACLAS;48.36035;2.125281;franceservices@mairie-saclas.fr;01 69 55 88 00;Collectivité;Commune;8:00 - 12:00 / 13:30 - 17:00;8:00 - 12:00 / Sur RDV : 13:30 - 17:00;8:00 - 12:00 / 13:30 - 17:00;8:00 - 12:00 / Sur RDV : 13:30 - 17:00;8:00 - 12:00 / 13:30 - 16:00;8:00 - 12:00 ;;Espace labellisé
543;91;Brunoy;;;91114;91800;BRUNOY;48.70764;2.517446;serviceformation@mairie-brunoy.fr;;Collectivité;commune;8:45 - 12:00 / 13:45 - 17:30;8:45 - 12:00 / 13:45 - 17:30;8:30 - 12:00 ;8:45 - 12:00 / 13:45 - 17:30;8:45 - 12:00 / 13:45 - 17:30;8:30 - 12:00 ;;Espace labellisé
544;92;PIMMS Antony;;;92002;92160;ANTONY;48.73907;2.288935;antony@pimms.org;;PIMMS;Union Nationale des PIMMS;10:00 - 12:00 / 14:00 - 18:00;14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 17:00;-;;Espace labellisé
546;92;Villeneuve-la-Garenne;;;92078;92390;VILLENEUVE LA GARENNE;48.93555;2.333265;;;;;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;;Espace labellisé
547;92;Colombes;;;92025;92700;COLOMBES;;;;01 41 19 48 70;Collectivité;Mairie de Colombes;10:30 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:30;9:00 - 12:00 / 13:30 - 17:30;9:00 - 12:00 / 13:30 - 17:30;9:00 - 12:00 / 13:30 - 17:30;9:00 - 12:00 / 13:30 - 17:30;;Espace labellisé
549;93;PIMMS Noisy-Le-Grand - Pavé-Neuf;;;93051;93160;NOISY LE GRAND;48.83887;2.556592;noisy-le-grand@pimms.org;01 43 05 18 89;PIMMS;Union Nationale des PIMMS;13:30 - 18:00;9:00 - 12:30 / 13:30 - 18:00;13:30 - 18:00;9:00 - 12:30 / 13:30 - 18:00;9:00 - 12:30 / 13:30 - 18:00;9:00 - 12:00;;Espace labellisé
550;93;PIMMS Sevran;;;93071;93270;SEVRAN;48.94612;2.519219;sevran@pimms.org;01 82 37 01 80;PIMMS;Union Nationale des PIMMS;13:00 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;-;;Espace labellisé
551;94;Nogent-sur-Marne;;;94052;94130;NOGENT SUR MARNE;48.83616;2.482848;;;Etat;Etat - sous-préfecture;9:00 - 12:15 / 14:00 - 16:00;9:00 - 12:15 / 14:00 - 16:00;9:00 - 12:15 / 14:00 - 16:00;9:00 - 12:00;9:00 - 12:15 / 14:00 - 16:00;-;;Espace labellisé
552;95;PIMMS de Garges-Sarcelles;;Gare SNCF;95268;95140;GARGES LES GONESSE;48.97559;2.396632;garges-sarcelles@pimms.org;01 34 04 27 28;PIMMS;Union Nationale des PIMMS;9:00 - 12:30 / 14:00 - 17:00;13:30 - 18:00;9:00 - 12:30 / 14:00 - 17:00;9:00 - 12:30 / 14:00 - 17:00;9:00 - 12:30 / 14:00 - 17:00;-;;Espace labellisé
553;95;Vigny;;;95658;95450;VIGNY;49.07739;1.927555;marie.chabe@laposte.fr;;La Poste;La Poste;9:00 - 12:00 / 14:30 - 17:30;9:00 - 12:00 / 14:30 - 17:30;9:00 - 12:00 / 14:30 - 17:30;9:00 - 12:00 / 14:30 - 16:00;9:00 - 12:00 / 14:30 - 17:30;9:00 - 12:00;;Espace labellisé
554;95;PIMMS de Cergy;;;95127;95800;CERGY;49.04738;2.032933;cergy@pimms.org;01 34 22 18 10;PIMMS;Union Nationale des PIMMS;9:30 - 12:30 / 13:30 - 17:30;9:30 - 12:30 / 13:30 - 17:30;13:30 - 17:30;9:30 - 12:30 / 13:30 - 17:30;9:30 - 12:30 / 13:30 - 17:30;-;;Espace labellisé
556;972;Les Anses d'Arlet;;Petite Anse;97202;97217;LES ANSES D'ARLET;14.46968;-61.0678;msap@mairie-anse-arlet.fr;05 96 76 61 48;Collectivité;;8:00 - 13:00 / 14:00 - 17:00;8:00 - 13:00;8:00 - 13:00 / 14:00 - 17:00;8:00 - 13:00;8:00 - 13:00;8:00 - 11:00;;Espace labellisé
557;972;Ducos;;Quartier Durivage;97207;97224;DUCOS;14.56146;-60.9527;msap@mairie-ducos.fr;05 96 57 43 22;Collectivité;Commune de Ducos;7:30 - 12:00 / 14:00 - 17:00;7:30 - 14:00;7:30 - 12:00 / 14:00 - 17:00;7:30 - 12:00 / 14:00 - 17:00;7:30 - 13:30;-;;Espace labellisé
558;972;Le Morne Vert;;;97233;97226;LE MORNE VERT;14.707;-61.1449;;;La Poste;La Poste;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;;Espace labellisé
559;973;Sincère Mandé;;Lotissement Emilio Pascal;97308;97313;ST GEORGES;3.890744;-51.8013;;;Collectivité;CCEG (Communauté des communes de l’Est Guyanais);7:30 - 14:30;8:00 - 12:00 / 14:00 - 16:00;7:30 - 17:30;8:00 - 12:00 / 14:00 - 16:00;7:30 - 14:30;-;;Espace labellisé
561;974;Makes;;;97414;97421;LA RIVIERE SAINT LOUIS;-21.2903;55.40355;;;Collectivité;CCAS DE SAINT LOUIS;8:00 - 16:00;8:00 - 16:00;8:00 - 16:00;8:00 - 16:00;8:00 - 16:00;-;;Espace labellisé
562;974;Jean-Petit;;;97412;97480;SAINT-JOSEPH;-21.3449;55.63042;;;Collectivité;Mairie de Saint-Joseph;7:30 - 12:00 / 13:00 - 16:00;7:30 - 12:00 / 13:00 - 16:00;7:30 - 12:00 / 13:00 - 16:00;7:30 - 12:00 / 13:00 - 16:00;7:30 - 12:00 / 13:00 - 16:00;-;;Espace labellisé
563;974;Lianes;;;97412;97480;SAINT-JOSEPH;-21.3507;55.61228;mfs.leslianes@saintjoseph.re;02 62 37 52 36;Collectivité;Mairie de Saint-Joseph;7:30 - 12:00 / 13:00 - 16:00;7:30 - 12:00 / 13:00 - 16:00;7:30 - 12:00 / 13:00 - 16:00;7:30 - 12:00 / 13:00 - 16:00;7:30 - 12:00 / 13:00 - 16:00;-;;Espace labellisé
565;976;Kani-Kéli;;;97609;97625;KANI KELI;-12.9574;45.10385;;;La Poste;La Poste;-;8:00 - 12:00 / 13:00 - 15:00;8:00 - 12:00 / 13:00 - 15:00;8:00 - 12:00;8:00 - 12:00;8:00 - 12:00 ;;Espace labellisé
566;976;M’Tzamboro;;BP 115 ;97612;97630;M TZAMBORO;-12.6972;45.06996;;;Collectivité;;7:30 - 16:00;7:30 - 16:00;7:30 - 16:00;7:30 - 16:00;7:30 - 16:00;-;;Espace labellisé
568;4;Banon;;Bureau de poste;04018;04150;BANON;44.03875;5.628631;msapbanon@laposte.net;04 92 73 40 73;La Poste;La Poste;9:00 - 12:00 / 14:00 - 16:30;9:00 - 12:00 / 14:00 - 16:30;9:00 - 12:00 / 14:00 - 16:30;9:00 - 12:00 / 14:00 - 16:30;9:00 - 12:00 / 14:00 - 16:30;;;Espace labellisé
569;13;La Ciotat;;;13028;13600;LA CIOTAT;43.1968;5.612881;mediance13@gmail.com;04 42 01 60 60;;; 9:00 - 12:00 / 14:00 - 17:00; 9:00 - 12:00 / 14:00 - 17:00; 9:00 - 12:00 / 14:00 - 17:00; 9:00 - 12:00 / 14:00 - 17:00; 9:00 - 12:00 / 14:00 - 17:00;-;;Espace labellisé
570;69;Monsols;;;69135;69860 ;MONSOLS;46.21984;4.52196;;;La Poste;La Poste;8:30 - 12:15;9:00 - 12:00 / 14:00 - 16:15;8:30 - 12:15;8:30 - 12:15;8:30 - 12:15;9:00 - 12:00;;Espace labellisé
571;86;Monts-Sur-Guesnes;;;86167;86420 ;MONTS SUR GUESNES;46.9191;0.210776;msap.monts-sur-guesnes@laposte.fr;05 49 22 87 36;La Poste;La Poste; 9:00 - 12:00 / 13:50 - 16:15; 9:00 - 12:00 / 13:50 - 16:15; 9:00 - 12:00 / 13:50 - 16:15; 9:00 - 12:00 / 13:50 - 16:15; 9:00 - 12:00 / 13:50 - 16:15; 9:00 - 12:00;;Espace labellisé
573;4;Barcelonnette;;Mairie;04019;04400;BARCELONNETTE;44.38584;6.65037;msap@ccvusp.fr;04 92 80 71 30;Collectivité;Mairie;8:30 - 12:00;8:30 - 12:00 / 13:30 - 16:45;8:30 - 12:00;8:30 - 12:00 / 13:30 - 16:45;8:30 - 12:00;-;;Espace labellisé
574;4;Forcalquier;;;04088;04300;FORCALQUIER;43.95837;5.776292;;04 92 75 46 21;Collectivité;CCPAYS DE FORCALQUIER-MONTAGNE DE LURE;9:00 - 12:00;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;-;;Espace labellisé
575;4;Saint-André-les-Alpes;;;04173;04170;ST ANDRE LES ALPES;43.96741;6.507936;;04 92 89 10 23;Collectivité;CCAPV;9:00 - 12:00 / 13:30 - 16:30;9:00 - 12:00 / 13:30 - 16:30;9:00 - 12:00 / 13:30 - 16:30;9:00 - 12:00 / 13:30 - 16:30;9:00 - 12:00 / 13:30 - 16:30;-;;Espace labellisé
576;5;Embrun;;;05046;05200;EMBRUN;44.5636;6.496747;msapembrun@ccserreponcon.com;;Collectivité;Communauté de Communes de Serre-Ponçon;8:00 - 12:00 / 13:30 - 17:00;8:00 - 12:00 / 13:30 - 17:00;8:00 - 12:00 / 13:30 - 17:00;8:00 - 12:00 / 13:30 - 17:00;8:00 - 12:00 / 13:30 - 17:00;-;;Espace labellisé
577;5;Serres;;;05166;05700;SERRES;44.42811;5.715216;;;Collectivité;Communauté de Communes du Sisteronais-buëch;8:30 - 12:00 / 14:00 - 17:00;8:30 - 12:00 / 14:00 - 17:00;8:30 - 12:00 / 14:00 - 17:00;8:30 - 12:00 / 14:00 - 17:00;8:30 - 12:00 / 14:00 - 17:00;-;;Espace labellisé
578;5;Veynes;;;05179;05400;VEYNES;44.53515;5.825922;msap.veynes@ccbd.fr;04 92 45 42 14;Collectivité;Communauté de Commune Buëch Dévoluy;9:00 - 12:30 / 13:30 - 17:00 ;9:00 - 12:30;9:00 - 12:30 / 13:30 - 17:00 ;9:00 - 12:30 / 13:30 - 17:00 ;9:00 - 12:30 / 13:30 - 17:00 ;-;;Espace labellisé
579;16;Mansle;;;16206;16230;MANSLE;45.8769;0.17784;lledocsc@orange.fr;05 45 20 72 08;Association;Centre social et culturel du Pays Manslois;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;-;;Espace labellisé
580;35;PIMMS - Bus Communauté de communes Roche aux Fées;;;35239;35240;RETIERS;47.91136;-1.37963;;;PIMMS;Union Nationale des PIMMS;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Oui;Espace labellisé
581;42;Noirétable;;;42159;42440;NOIRETABLE;45.81745;3.766634;msapnoiretable@loireforez.fr;04 77 24 97 08;;;8:30 - 12:30 / Sur RDV : 13:30 - 16:30;8:30 - 12:30 / Sur RDV : 13:30 - 16:30;8:30 - 13:00;8:30 - 12:30 / 13:30 - 16:30;8:30 - 12:30;Excepté dernier samedi du mois : 8:45 - 12:15;;Espace labellisé
582;46;Catus;;;46064;46150;CATUS;44.55631;1.336253;msap-catus@grandcahors.fr;;;;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;;Espace labellisé
583;52;Prauthoy;;;52405;52190;LE MONTSAUGEONNAIS;47.74153;5.183047;karine.barbe@ccavm.fr;03 25 87 78 98;Collectivité;CC d’Auberive Vingeanne Montsaugeonnais;13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 18:30;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:00;;Espace labellisé
584;56;Mauron;;;56127;56430;MAURON;48.83987;-2.28386;s.dunot@ploermelcommunaute.bzh;02 97 22 91 62;Collectivité;Ploërmel Communauté;9:00 - 12:00 / 13:30 - 17:30;9:00 - 12:00 / 13:30 - 17:30;13:30 - 17:30;9:00 - 12:00 / 13:30 - 17:30;9:00 - 12:00 / 13:30 - 17:30;-;;Espace labellisé
585;69;PIMMS Amplepuis;;;69006;69550;AMPLEPUIS;45.97991;4.327076;amplepuis@pimms.org;04 74 63 25 94;PIMMS;Union Nationale des PIMMS;6:00 - 11:45 / 12:45 - 16:45;7:00 - 11:45 / 12:45 - 16:45;7:00 - 11:45 / 12:45 - 16:45;7:00 - 11:45 / 12:45 - 16:45;7:00 - 11:45 / 12:45 - 16:45;-;;Espace labellisé
587;69;Mornant;;Espace Copamo;69141;69440;MORNANT;45.62584;4.669967;france.services@cc-paysmornantais.fr;04 78 44 14 39;Collectivité;Communauté de communes du Pays Mornantais;9:00 - 12:00 / 13:30 - 17:30;13:30 - 17:30;9:00 - 12:00 / 13:30 - 17:30;9:00 - 12:00 / 13:30 - 17:30;9:00 - 16:30;-;;Espace labellisé
