MATRICULE;DEPARTEMENT;FRANCE SERVICES;ADRESSE;COMPLEMENT D'ADRESSE;CODE INSEE;CODE POSTAL;COMMUNE;LATITUDE;LONGITUDE;CONTACT MAIL;TELEPHONE;TYPE STRUCTURE PORTEUSE;STRUCTURE PORTEUSE;HORAIRES LUNDI;HORAIRES MARDI;HORAIRES MERCREDI;HORAIRES JEUDI;HORAIRES VENDREDI;HORAIRES SAMEDI;ITINERANCE
554;95;PIMMS de Cergy;4 Place des Institutions;;95127;95800;CERGY;49,047377;2,032933;cergy@pimms.org;1 34 22 18 10;PIMMS;Union Nationale des PIMMS;9:30 - 12:30 / 13:30 - 17:30;9:30 - 12:30 / 13:30 - 17:30;13:30 - 17:30;9:30 - 12:30 / 13:30 - 17:30;9:30 - 12:30 / 13:30 - 17:30;-;
556;972;Les Anses d'Arlet;Rue case toto;Petite Anse;97202;97217;LES ANSES D'ARLET;14,46968;-61,067842;msap@mairie-anse-arlet.fr;5 96 76 61 48;Collectivité;;8:00 - 13:00 / 14:00 - 17:00;8:00 - 13:00;8:00 - 13:00 / 14:00 - 17:00;8:00 - 13:00;8:00 - 13:00;8:00 - 11:00;
557;972;Ducos;Résidence La Cannaie;Quartier Durivage;97207;97224;DUCOS;14,56146;-60,952679;;;Collectivité;Commune de Ducos;7:30 - 12:00 / 14:00 - 17:00;7:30 - 14:00;7:30 - 12:00 / 14:00 - 17:00;7:30 - 12:00 / 14:00 - 17:00;7:30 - 13:30;-;
558;972;Le Morne Vert;Place de la chapelle;;97233;97226;LE MORNE VERT;14,706996;-61,144912;;;La Poste;La Poste;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;
559;973;Sincère Mande;19 rue Léonard Mandé;Lotissement Emilio Pascal;09738;97313;ST GEORGES;3,890744;-51,801341;;;Collectivité;CCEG (Communauté des communes de l’Est Guyanais);7:30 - 14:30;8:00 - 12:00 / 14:00 - 16:00;7:30 - 17:30;8:00 - 12:00 / 14:00 - 16:00;7:30 - 14:30;-;
561;974;Makes;1 Chemin Rosinand Nativel ;;97414;97421;LA RIVIERE SAINT LOUIS;-21,29029;55,403553;;;Collectivité;CCAS DE SAINT LOUIS;8:00 - 16:00;8:00 - 16:00;8:00 - 16:00;8:00 - 16:00;8:00 - 16:00;-;
562;974;Jean Petit;Rue Amelie Lebon;;97412;97480;SAINT-JOSEPH;-21,344897;55,630418;;;Collectivité;Mairie de Saint-Joseph;7:30 - 12:00 / 13:00 - 16:00;7:30 - 12:00 / 13:00 - 16:00;7:30 - 12:00 / 13:00 - 16:00;7:30 - 12:00 / 13:00 - 16:00;7:30 - 12:00 / 13:00 - 16:00;-;
563;974;Lianes;Rue Hubert Delisle;;97412;97480;SAINT-JOSEPH;-21,350725;55,612276;;;Collectivité;Mairie de Saint-Joseph;7:30 - 12:00 / 13:00 - 16:00;7:30 - 12:00 / 13:00 - 16:00;7:30 - 12:00 / 13:00 - 16:00;7:30 - 12:00 / 13:00 - 16:00;7:30 - 12:00 / 13:00 - 16:00;-;
565;976;Kani-Kéli;1 rue de la Mairie;;09769;97625;KANI KELI;-12,9574;45,103851;;;La Poste;La Poste;-;8:00 - 12:00 / 13:00 - 15:00;8:00 - 12:00 / 13:00 - 15:00;8:00 - 12:00;8:00 - 12:00;8:00 - 12:00 ;
566;976;M’Tzamboro;44 Avenue de la Mairie;BP 115 ;97612;97630;M TZAMBORO;-12,6972;45,06996;;;Collectivité;;7:30 - 16:00;7:30 - 16:00;7:30 - 16:00;7:30 - 16:00;7:30 - 16:00;-;
568;4;Banon;Place de la République;Bureau de poste;04018;04150;BANON;44,038745;5,628631;msapbanon@laposte.net;;La Poste;La Poste;9:00 - 16:00;9:00 - 16:00;9:00 - 16:00;9:00 - 16:00;9:00 - 16:00;9:00 - 12:00;
569;13;La Ciotat;1222 Avenue Guillaume Dulac;;13028;13600;LA CIOTAT;43,1968;5,612881;;;;;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;
570;69;Monsols;6 Place de la Fontaine;;69135;69860 ;MONSOLS;46,219838;4,52196;;;La Poste;La Poste;8:30 - 12:15;9:00 - 12:00 / 14:00 - 16:15;8:30 - 12:15;8:30 - 12:15;8:30 - 12:15;9:00 - 12:00;
571;86;Monts-Sur-Guesnes;11 Place Frezeau de la Frezellière;;86167;86420 ;MONTS SUR GUESNES;;;beatrice.houmeau@laposte.fr ;6 67 68 87 38;La Poste;La Poste; 9:00 - 12:00 / 13:50 - 16:15; 9:00 - 12:00 / 13:50 - 16:15; 9:00 - 12:00 / 13:50 - 16:15; 9:00 - 12:00 / 13:50 - 16:15; 9:00 - 12:00 / 13:50 - 16:15; 9:00 - 12:00;
573;4;Barcelonnette;Place Valle de Bravo;Mairie;04019;04400;BARCELONNETTE;44,385839;6,65037;msap@ccvusp.fr;4 92 80 71 30;Collectivité;;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;
574;4;Forcalquier;4 avenue de l'observatoire;;00488;04300;FORCALQUIER;43,958374;5,776292;;4 92 75 46 21;Collectivité;CCPAYS DE FORCALQUIER-MONTAGNE DE LURE;9:00 - 12:00;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;-;
575;4;Saint-André-les-Alpes;Place de Verdun;;04173;04170;ST ANDRE LES ALPES;43,967412;6,507936;;4 92 89 10 23;Collectivité;CCAPV;9:00 - 12:00 / 13:30 - 16:30;9:00 - 12:00 / 13:30 - 16:30;9:00 - 12:00 / 13:30 - 16:30;9:00 - 12:00 / 13:30 - 16:30;9:00 - 12:00 / 13:30 - 16:30;-;
576;5;Embrun;Place Dongois;;05046;05200;EMBRUN;44,563597;6,496747;msapembrun@ccserreponcon.com;;Collectivité;Communauté de Communes de Serre-Ponçon;8:00 - 12:00 / 13:30 - 17:00;8:00 - 12:00 / 13:30 - 17:00;8:00 - 12:00 / 13:30 - 17:00;8:00 - 12:00 / 13:30 - 17:00;8:00 - 12:00 / 13:30 - 17:00;-;
577;5;Serres;Rue des jardins;;05166;05700;SERRES;44,428107;5,715216;;;Collectivité;Communauté de Communes du Sisteronais-buëch;8:30 - 12:00 / 14:00 - 17:00;8:30 - 12:00 / 14:00 - 17:00;8:30 - 12:00 / 14:00 - 17:00;8:30 - 12:00 / 14:00 - 17:00;8:30 - 12:00 / 14:00 - 17:00;-;
578;5;Veynes;42 avenue Jean-Jaurès;;05179;05400;VEYNES;44,535147;5,825922;;;Collectivité;Communauté de Commune Buëch Dévoluy;9:00 - 12:30 / 13:30 - 17:00 ;9:00 - 12:30;9:00 - 12:30 / 13:30 - 17:00 ;9:00 - 12:30 / 13:30 - 17:00 ;9:00 - 12:30 / 13:30 - 17:00 ;-;
579;16;Mansle;21 rue Martin;;16206;16230;MANSLE;45,876895;0,17784;lledocsc@orange.fr;05 45 20 72 08;Association;Centre social et culturel du Pays Manslois;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;9:00 - 12:00 / 14:00 - 18:00;-;
580;35;PIMMS - Bus Communauté de communes Roche aux Fées;16 rue Louis Pasteur;;35239;35240;RETIERS;47,911361;-1,379634;;;PIMMS;Union Nationale des PIMMS;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;
581;42;Noirétable;7 Place de l'église;;42159;42440;NOIRETABLE;45,817448;3,766634;msapnoiretable@loireforez.fr;04 77 24 97 8;;;8:30 - 12:30 / Sur RDV : 13:30 - 16:30;8:30 - 12:30 / Sur RDV : 13:30 - 16:30;8:30 - 13:00;8:30 - 12:30 / 13:30 - 16:30;8:30 - 12:30;Excepté dernier samedi du mois : 8:45 - 12:15;
582;46;Catus;Place de la Halle;;46064;46150;CATUS;44,556306;1,336253;msap-catus@grandcahors.fr;;;;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;
583;52;Prauthoy;2 rue de la Gare;;52027;52190;LE MONTSAUGEONNAIS;47,74153;5,183047;;3 25 87 78 98;;;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;
584;56;Mauron;1 Place Henri Thébault;;56127;56460;MAURON;48,83987;-2,283857;;;Collectivité;Ploërmel Communauté;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;13:30 - 17:30;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;-;
585;69;PIMMS Amplepuis;Place de la Gare;;69006;69550;AMPLEPUIS;45,97991;4,327076;amplepuis@pimms.org;4 74 63 25 94;PIMMS;Union Nationale des PIMMS;6:00 - 11:45 / 12:45 - 16:45;7:00 - 11:45 / 12:45 - 16:45;7:00 - 11:45 / 12:45 - 16:45;7:00 - 11:45 / 12:45 - 16:45;7:00 - 11:45 / 12:45 - 16:45;-;
587;69;Mornant;50 avenue du Pays Mornantais;;69141;69440;MORNANT;45,625837;4,669967;msap@cc-paysmornantais.fr;04 78 44 14 39;Collectivité;Communauté de communes du Pays Mornantais;9:00 - 12:00 / 13:30 - 17:30;Sur RDV : 9:00 - 12:00 / 13:30 - 17:30;9:00 - 12:00 / 13:30 - 17:30;9:00 - 12:00 / 13:30 - 17:30;9:00 - 16:30;-;
589;84;Pays d’Apt Luberon;Chemin de la Boucheyronne ;;84003;84400;APT;;;cosette.simon@paysapt-luberon.fr ;04 90 04 04 29;Collectivité;Communauté de communes du Pays d’Apt Luberon;9:30 - 12:30 / 13:30 - 16:30;9:30 - 12:30 / 13:30 - 16:30;9:30 - 12:30 / 13:30 - 16:30;9:30 - 12:30 / 13:30 - 16:30;9:30 - 12:30 / 13:30 - 16:30;-;Oui
590;17;Tonnay-Charente - Itinérante;20 Avenue du Général de Gaulle ;;17449;17430;TONNAY CHARENTE;45,944822;-0,894744;;;Association;CAP Tonnay-Charente;8:30 - 12:30 / 13:30 - 17:30;9:00 - 12:30 / 13:30 - 17:30;13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:30;9:00 - 12:30 / 13:30 - 17:00;-;Oui
592;4;Digne les Bains;13 Avenue Demontzey Le Félibre;;04070;04000;DIGNE LES BAINS;44,98513;6,23926;;;;;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;
593;4;Manosque;Avenue Blaise Pascal;ZI Saint Joseph ;04112;04100;MANOSQUE;43,821186;5,798193;mfs-manosque@alpesvaucluse.msa.fr;4 90 13 66 66;Opérateur;MSA ALPES VAUCLUSE;8:30 - 12:15 / 13:15 - 16:15;8:30 - 12:15;8:30 - 12:15;8:30 - 12:15;8:30 - 12:15 / 13:15 - 16:15;-;
594;29;PIMMS de Brest Kérédern;5 rue Paul Dukas;;29019;29200;BREST;48,48419;-4,498221;brest.keredern@pimms.org;2 98 47 10 61;PIMMS;Union Nationale des PIMMS;13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 11:45;
595;56;Grand-Champ Loch info services;67 rue du Général de Gaulle;;56067;56390;GRAND CHAMP;47,7601;-2,855905;;;Collectivité;Golfe du Morbihan - Vannes Agglomération;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 19:00;9:00 - 12:30 / 13:30 - 17:00;Sur RDV : 9:00 - 12:30 / Sans RDV : 13:00 - 17:00;Sur RDV : 9:00 - 12:30 / Sans RDV : 13:00 - 17:00;-;
596;56;Saint-Jean-Brévelay;27 rue de Rennes;;56222;56660;ST JEAN BREVELAY;47,845196;-2,717017;msap@cmc.bzh;2 97 60 43 42;Collectivité;Centre Morbihan Communauté;9:00 - 12:00 / 13:30 - 17:30;9:00 - 12:00 / 13:30 - 17:30;9:00 - 12:00 / 13:30 - 17:30;9:00 - 12:00 / 13:30 - 17:30;9:00 - 12:00 / 13:30 - 17:30;-;
601;64;Pau - Quartier Ousse des Bois;8, rue Parc-en-ciel;Quartier Ousse des Bois;64445;64000;PAU;43,321846;-0,343692;;;Collectivité;VILLE DE PAU;9:30 - 16:30;9:30 - 16:30;9:30 - 16:30;-;-;-;
603;972;Le Prêcheur;Bourg;;97219;97250;LE PRECHEUR;14,800035;-61,223894;;;La Poste;La Poste;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;
604;42;Chazelles-sur-Lyon;3 rue Massenet;;42059;42140;CHAZELLES-SUR-LYON;45,638019;4,39282;;;;;-;9:30 - 16:30;9:30 - 12:00 / 14:00 - 16:30;14:00 - 16:30;9:30 - 16:30;9:30 - 12:00;
605;42;St-Bonnet le Château;1 rue d'Augel;Espace Déchelette;42204;42380;ST-BONNET LE CHÂTEAU;45,421593;4,06431;;;;;8:30 - 12:30 / 13:30 - 17:00;8:30 - 12:30;8:30 - 12:30 / 13:30 - 17:00;8:30 - 12:30;8:30 - 12:30 / 13:30 - 17:00;-;
606;46;St-Géry Vers;Place de la gare;;46268;46330;ST-GÉRY VERS;44,477272;1,580658;msap-stgeryvers@grandcahors.fr;05 65 23 83 97;;;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;
607;47;Albret - Lavardac;10, place Aristide Briand ;Centre Haussmann;47195;47600;NERAC;44,181446;0,30049;;;Collectivité;Communauté de communes Albret Communauté ;9:00 - 12:00 / 14:00 - 17:00 ;9:00 - 12:00 / 14:00 - 17:00 ;9:00 - 12:00 / 14:00 - 17:00 ;9:00 - 12:00;9:00 - 12:00;-;
608;52;Montigny-le-Roi;27 avenue de Langres;;52332;52140;MONTIGNY-LE-ROI;47,99735;5,486571;;03 25 88 57 07;;;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;
609;63;Saint Gervais d'Auvergne;Rue du Général Desaix;;63354;63390;ST GERVAIS D AUVERGNE;46,029619;2,820569;maisondesservices63@gmail.com; 47 38 53 92;;;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;Horaires non communiqués;
610;69;St Laurent de Chamousset;122 Avenue des 4 cantons;;69220;69930;ST LAURENT DE CHAMOUSSET;45,739264;4,464702;msap@cc-mdl.fr;4 74 26 50 78;Collectivité;Communauté de communes des Monts du Lyonnais;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30;9:00 - 12:30;-;
611;69;St Symphorien sur Coise;57 rue des Tanneries;;69238;69590;ST SYMPHORIEN SUR COISE;45,633566;4,455723;msappro@cc-mdl.fr;04 78 19 05 14;Collectivité;Communauté de communes des Monts du Lyonnais;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30;9:00 - 12:30 / 13:30 - 17:00;-;
612;5;La Batie Neuve;33 Rue de la Lauzière;;05017;05230;LA BÂTIE-NEUVE;44,5634;6,207475;msap@ccspva.com; 49 25 94 62;Collectivité;Communauté de communes Serre-Ponçon Val d'Avance;8:30 - 12:30 / 13:30 - 17:30;8:30 - 12:30;8:30 - 12:30 / 13:30 - 17:30;8:30 - 12:30;8:30 - 12:30;-;
613;5;Briançonnais;23 avenue de la République;;05023;05100;BRIANCON;44,898624;6,638795;;;Collectivité;Communauté de Communes du Briançonnais ;9:00 - 12:00 / 14:00 - 18:00;13:30 - 16:30;9:30 - 13:00 / 14:00 - 16:00;9:30 - 12:30 / Itinérance : 14:00 - 17:00;9:30 - 13:00 / 14:00 - 16:00;-;
614;5;Rosans;rue Aristide Briand;;05126;05150;ROSANS;44,392973;5,473281;;;Collectivité;Communauté de Communes du Sisteronais-buëch;8:30 - 12:00 / 1 lundi par mois : 12:30 - 17:00 ;8:30 - 12:00 / 14:00 - 17:00;9:00 - 12:00;8:30 - 12:00 / 13:00 - 17:00 ;8:30 - 12:00;-;
615;5;Laragne;8 A place de l'Eglise;;05070;05300;LARAGNE;44,313679;5,820744;;;Collectivité;Communauté de Communes du Sisteronais-buëch;9:00 - 12:00 / 12:30 - 16:30;8:00 - 12:00 / 12:30 - 16:30;-;8:00 - 12:00 / 12:30 - 16:30;8:00 - 12:00 / 12:30 - 16:30;-;
616;5;Pays des écrins;12 avenue de Vallouise;;05006;05120;L'ARGENTIERE-LA BESSEE;44,795575;6,559235;msap@cc-paysdesecrins.com;4 92 23 06 21;Collectivité;Communauté de communes du Pays des Ecrins;9:00 - 12:15 / 13:30 - 18:30;9:00 - 12:15;9:00 - 12:15 / 13:30 - 17:30;9:00 - 12:15 / 13:30 - 17:30;9:00 - 12:15 ;-;
634;1;Amberieu-en-Bugey;5 rue Berthelot;;01004;01500;AMBERIEU EN BUGEY;;;agora.amberieu@gmail.com;4 74 35 30 97;Collectivité;Communauté de communes de la Plaine de l'Ain;8:30 - 12:00 / 13:30 - 17:00;13:30 - 17:00;8:30 - 12:30 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;-;
635;4;Val de Durance;7 cours Péchiney;Les jardins de la cité;04049;04600;CHÂTEAU-ARNOUX-SAINT-AUBAN;;;msap.valdurance@provencealpesagglo.fr;4 92 37 25 94;Collectivité;Provence Alpes Agglomération;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00;8:30 - 12:00 / 13:30 - 17:00;-;
636;6;Les Aspres;50 route de Cannes;;06069;06100;GRASSE;;;msap.aspres@paysdegrasse.fr;6 11 24 14 00;Collectivité;Communauté d’agglomération du pays de Grasse;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;-;
637;6;Maison du département Saint-Martin-de-Vésubie;52 boulevard Lazare Raiberti;;06127;06450;SAINT MARTIN DE VESUBIE;;;mddstmartin-vesubie@departement06.fr;4 89 04 54 11;Collectivité;Conseil départemental;-;9:00 - 18:00;9:00 - 18:00;9:00 - 18:00;9:00 - 18:00;9:00 - 18:00;
638;12;Entraygues sur Truyère;3 rue du Collège;;12094;12140;ENTRAYGUES SUR TRUYÈRE;;;centresocial.entraygues@wanadoo.fr;05 65 44 49 57;Association;Centre social d’Entraygues sur Truyère;8:30 - 12:00 / 13:00 - 17:30;8:30 - 12:00 / 13:00 - 17:30;8:30 - 12:00 / 13:00 - 17:30;8:30 - 12:00 / 13:00 - 17:30;8:30 - 12:00 / 13:00 - 17:30;-;
639;12;Séveragais;9 rue des Douves;;12270;12150;SÉVERAC D’AVEYRON;;;msap.severagais@caussesaubrac.fr;5 65 47 78 73;Association;Familles rurales;9:00 - 16:00;9:00 - 12:30 / 14:00 - 19:00;9:00 - 16:30;9:00 - 16:30;9:00 - 13:00;-;
640;15;CyberCantal;28 Avenue Gambetta;;15014;15015;AURILLAC;;;ccellarier@cantal.fr;04 71 46 22 38;Collectivité;Conseil départemental du Cantal ;10:00 - 12:30 / 13:30 - 16:00;10:00 - 12:30 / 13:30 - 16:00;10:00 - 12:30 / 13:30 - 16:00;10:00 - 12:30 / 13:30 - 16:00;10:00 - 12:00 / 13:30 - 15:30;-;Oui
641;43;Chambon sur Lignon;16 rue de la Poste ;;43051;43400;LE CHAMBON SUR LIGNON;;;msap.le-chambon-sur-Lignon@laposte.fr;04 71 56 51 09;La Poste;La Poste;8:45 - 12:00 / 14:00 - 17:00;8:45 - 11:15 / 14:45 - 17:00;8:45 - 12:00 / 14:00 - 17:00;8:45 - 12:00 / 14:00 - 17:00;8:45 - 12:00 / 14:00 - 17:00;8:45 - 12:00;
642;5;Guillestrois;Passage des écoles;Communauté de communes;05065;05600;GUILLESTRE;;;msapguillestre@comcomgq.com;04 92 45 42 42;Collectivité;Communauté de communes du Guillestrois et du Queyras;9:00 - 12:00 / 13:30 - 16:30;13:30 - 16:30;9:00 - 12:00 / 13:30 - 16:30;9:00 - 12:00 / 13:30 - 16:30;9:00 - 12:00;-;
643;39;Petite Montagne;3 pl de la Charité;;39016;39240;ARINTHOD;;;msap@petitemontagne.fr;03 84 48 75 86;Collectivité;Communauté de communes Jura Sud, Pays des Lacs, Petite Montagne et région d'Orgelet;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00;8:30 - 12:00 / 13:30 - 18:00;8:30 - 12:00 / 13:30 - 17:00;-;
644;39;Porte du Jura;10 Grande Rue;;39043;39190;BEAUFORT-ORBAGNA;;;msasp@ccportedujura.fr;03 84 48 96 67;Collectivité;Communauté de communes Porte du Jura;10:00 - 12:00 / 14:00 - 17:00;10:00 - 12:00 / 14:00 - 17:00;10:00 - 12:00 / 14:00 - 17:00;10:00 - 12:00 / 14:00 - 17:00;10:00 - 12:00 / 14:00 - 17:00;-;
645;974;Piton Des Goyaves;3 rue du plateau vert;;97405;97429;PETITE ILE;;;mfs@petite-ile.re;2 62 71 15 15;Collectivité;;7:30 - 12:30 / 13:15- 16:00;7:30 - 12:30 / 13:15- 16:00;7:30 - 12:30 / 13:15- 16:00;7:30 - 12:30;7:30 - 12:30 / 13:15- 15:00;-;
646;44;Nozay;11 rue Alexis Létourneau;Mairie;44113;44170;NOZAY;;;contact@msp-nozay.fr;02 40 41 30 60;Opérateur;MSA;9:30 - 12:30 / 14:00 - 17:00;9:30 - 12:30 / 14:00 - 17:00;9:30 - 12:30;9:30 - 12:30 / 14:00 - 17:00;9:30 - 12:30;-;
647;45;Maison du Département de Pithiviers;4 rue Prudhomme;;45252;45300;PITHIVIERS;;;melodie.francois@loiret.fr;2 38 40 52 00;Collectivité;Maison du département (Conseil départemental);8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 17:00;8:30 - 12:00 / 13:30 - 16:00;-;
648;47;Villeneuve-sur-Lot;8 rue de Casseneuil;;47323;47300;VILLENEUVE-SUR-LOT;;;franceservices@mlpv47.org;5 53 40 40 00;Association;Mission Locale du Pays Villeneuvois;9:00 - 12:30 / 13:30 - 17:00 ;9:00 - 12:30 / 13:30 - 17:00 ;9:00 - 12:30 / 13:30 - 17:00 ;9:00 - 12:30 / 13:30 - 17:00 ;9:00 - 12:30 / 13:30 - 17:00 ;-;
649;51;Bocage Champenois;23 rue du Radet;;51513;51290;SAINT REMY EN BOUZEMONT;;;rsp-bocage.champenois@orange.fr;3 26 74 69 94;Collectivité;Communauté de communes Perthois – Bocage et Der;9:00 - 12:00 / 13:00 - 17:00;9:00 - 12:00 / 13:00 - 17:00;9:00 - 12:00;9:00 - 12:00 / 13:00 - 17:00;9:00 - 12:00 / 13:00 - 17:00;-;
651;51;Suippes;9 rue Saint Cloud;;51559;51600;SUIPPES;;;msap@cc-regiondesuippes.com;03 26 63 54 49 ;Collectivité;Communauté de communes de la Région de Suippes;8:30 - 12:00 / 13:00 - 17:00;8:30 - 12:00 / 13:00 - 17:00;8:30 - 12:00 / 13:00 - 17:00;8:30 - 12:00 / 13:00 - 17:00;8:30 - 12:00 / 13:00 - 17:00;-;
652;57;Ennery;2 Place Schumann;;57193;57365;ENNEY;;;msap.ennery@laposte.fr;3 87 58 74 24;La Poste;La Poste;9:00 - 12:00 / 14:00 - 16:30;9:00 - 12:00 / 14:00 - 16:30;9:00 - 12:00 / 14:00 - 16:30;9:00 - 12:00 / 14:00 - 16:30;9:00 - 12:00 / 14:00 - 16:30;9:00 - 12:00;
653;57;Vic sur Seille;22 Place du Palais;;57712;57630;VIC SUR SEILLE;;;mairie.vicsurseille@wanadoo .fr;03 87 01 14 14;Collectivité;;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00;
654;57;Morhange;2 rue de Pratel;1er étage;57483;57340;MORHANGE;;;msap@agglo-saint-avold.fr;3 87 05 07 91;Collectivité;Communauté d'Agglomération Saint-Avold Synergie;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 13:00 - 16:00;-;
655;58;Saint Benin d'Azy;Place de la République;;58232;58270;SAINT BENIN D'AZY;;;;;Association;Centre socioculturel des Amognes;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00 / 13:30 - 17:00;9:00 - 12:00;
656;69;PIMMS de Rillieux la Pape;62 Avenue de l'Europe;Verchères 2;69286;69140;RILLIEUX-LA-PAPE;;;rillieux@pimms.org;4 37 90 52 77;PIMMS;Union Nationale des PIMMS;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;13:30 - 17:00;13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00 ;-;
657;69;PIMMS de Lyon Etats-Unis;14 Rue des Serpollières;;69388;69008;LYON 8;;;etats-unis@pimms.org;4 37 90 52 77;PIMMS;Union Nationale des PIMMS;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;9:00 - 12:30;9:00 - 12:30 / 13:30 - 17:00 ;13:30 - 17:00;-;
658;69;PIMMS de Lyon Vaise;5 Place Dumas de Loire;;69389;69009;LYON 9;;;vaise@pimms.org;4 37 90 52 77;PIMMS;Union Nationale des PIMMS;13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00;13:30 - 17:00;9:00 - 12:30 / 13:30 - 17:00 ;9:00 - 12:30 / 13:30 - 17:00 ;-;
659;69;Thizy les Bourgs;6 place Rouget De L'Isle;;69248;69240;THIZY LES BOURGS;;;franceservices@thizylesbourgs.fr;04 74 64 65 90;Collectivité;Commune de Thizy les Bourgs;8:30 - 12:00;8:30 - 13:00;8:30 - 13:00;15:00 - 19:00;8:30 - 13:00;9:00 - 12:00;
660;69;PIMMS de Villefranche Beaujolais Saône;40 Place Laurent Bonnevay;;69264;69400;VILLEFRANCHE-SUR-SAÔNE;;;villefranche@pimms.org;04 74 65 32 14;PIMMS;Union Nationale des PIMMS;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00;9:00 - 12:00 / 14:00 - 17:00 ;9:00 - 12:00;-;
661;69;Vaugneray;5 place du marché;;69255;69670;VAUGNERAY;;;;4 78 45 80 48;Collectivité;Vaugneray;14:30 - 17:30;9:00 - 12:30 / 14:30 - 17:30;9:00 - 12:00 / 14:30 - 17:30;9:00 - 12:00 / 14:30 - 19:00;9:00 - 12:00 / 14:30 - 17:30;9:00 - 12:00;
